node_1|node_2|edge|chunk_id
audit|tax return|related concepts, tax return is subject to audit|dafb78aea1d94a188e47a0868bcc489a
gross receipts|proof|includes|7f421f82e909474eac8f7c33be6b785e
gross receipts|cash register tapes|is the income from your business that can be verified by|7f421f82e909474eac8f7c33be6b785e
gross receipts|bank statements|is the income from your business that can be verified by|7f421f82e909474eac8f7c33be6b785e
gross receipts|receipt books|is the income from your business that can be verified by|7f421f82e909474eac8f7c33be6b785e
business expenses|proof|includes|7f421f82e909474eac8f7c33be6b785e
business expenses|canceled checks|can be used as proof of the expenses paid|7f421f82e909474eac8f7c33be6b785e
business expenses|checking account statements|can be used as proof of the expenses paid|7f421f82e909474eac8f7c33be6b785e
premium tax credit|form 14950|lists the necessary documents to verify your eligibility for this credit|7f421f82e909474eac8f7c33be6b785e
premium tax credit|health insurance through an exchange or marketplace|is required to claim this credit|7f421f82e909474eac8f7c33be6b785e
form 8962|premium tax credit (ptc)|Form 8962 is used to support entries for Premium Tax Credit (PTC).|86e20e4a9aad4b9e823e22ea47fe92f2
insurance enrollment form|statement from insurance provider|The list of who the plan covers can be found on either the insurance enrollment form or a statement from your insurance provider.|86e20e4a9aad4b9e823e22ea47fe92f2
form 10-95a, health insurance marketplace statement|plan administrator|If you didn't receive Form 10-95A or didn't keep it, contact your plan administrator to obtain the form.|86e20e4a9aad4b9e823e22ea47fe92f2
child and dependent care tax credit (cdctc)|form 24-41, credit for child and dependent care expenses|If you filed Form 24-41 with your tax return, look at the Form 14-801, Child and Dependent Care Credit— Explanation of Items to determine what documents are needed to verify eligibility.|86e20e4a9aad4b9e823e22ea47fe92f2
capital gain|main home|has relation as a result of selling|4bd078fdb54c42739d3a348cce76db8a
joint return|spouse|related to filing status|4bd078fdb54c42739d3a348cce76db8a
publication 523|selling your home|provides related information|4bd078fdb54c42739d3a348cce76db8a
topic no. 409|general capital gain and loss information|covers related topic|4bd078fdb54c42739d3a348cce76db8a
ownership test|use test|must be met to qualify for the Section 121 exclusion|4bd078fdb54c42739d3a348cce76db8a
main home|five years|must have been owned and used as main home during this period|4bd078fdb54c42739d3a348cce76db8a
publication 523|complete eligibility requirements, limitations on the exclusion amount, and exceptions to the two-year rule|provides more information on the topic|4bd078fdb54c42739d3a348cce76db8a
form 10rr-s|reporting the sale|The Form 10rr-S document contains information for reporting a home sale.|b090110aaee24cabbc066d3a67537464
proceeds from real estate transactions|sale of the home|The Proceeds From Real Estate Transactions is related to the Sale of the home, as it provides information on how to report the sale.|b090110aaee24cabbc066d3a67537464
schedule d (form 10-40)|form 89-49|Both Schedule D and Form 89-49 are used to report capital gains and losses, and sales of capital assets.|b090110aaee24cabbc066d3a67537464
publication 523|reporting the sale on income tax return|Publication 523 provides rules for reporting a home sale on an income tax return.|b090110aaee24cabbc066d3a67537464
qualified official extended duty|five-year test period|The qualified official extended duty can suspend the five-year test period for up to 10 years.|b090110aaee24cabbc066d3a67537464
duty station|main home|A duty station that's at least 50 miles from a main home is considered to be on qualified official extended duty.|b090110aaee24cabbc066d3a67537464
installment sales|form 10rr-s|The installment sales are related to the Form 10rr-S document, as it provides information on how to report the sale of a home.|b090110aaee24cabbc066d3a67537464
installment sales|publication 537|related information|1e8d5380aad34035bf4c415f9547c41f
installment method|deferral of gain|method used to defer some of the gain|1e8d5380aad34035bf4c415f9547c41f
section 121|gain exclusion|availability of gain exclusion under Section 121|1e8d5380aad34035bf4c415f9547c41f
publication 523|special rule to suspend the 5-year test|more information about special rule to suspend the 5-year test|1e8d5380aad34035bf4c415f9547c41f
basis|capital investment|Basis refers to the amount of capital investment in property for tax purposes.|7883862f5ef84f47be821e5f2ceee9b2
basis|depreciation|You use your basis to figure depreciation, amortization, depletion, casualty losses, and any gain or loss on the sale, exchange, or other disposition of the property.|7883862f5ef84f47be821e5f2ceee9b2
cost|basis|The cost is the amount you pay for it in cash, debt obligations, and other property or services. Cost includes sales tax and other expenses connected with the purchase.|7883862f5ef84f47be821e5f2ceee9b2
asset|basis|Your basis in some assets isn't determined by the cost to you.|7883862f5ef84f47be821e5f2ceee9b2
stock|basis|If you buy stocks or bonds, your basis is the purchase price plus any additional costs such as commissions and recording or transfer fees.|7883862f5ef84f47be821e5f2ceee9b2
bond|basis|If you buy stocks or bonds, your basis is the purchase price plus any additional costs such as commissions and recording or transfer fees.|7883862f5ef84f47be821e5f2ceee9b2
fair market value|basis|You may have to determine your basis by the fair market value of the stocks and bonds on the date of transfer or the basis of the previous owner.|7883862f5ef84f47be821e5f2ceee9b2
adjusted basis|property|The adjusted basis is determined for a property.|2bb0e6fae9b84d0e9c228f4f3027fce6
basis|property|You must determine your basis in that property before figuring gain or loss on a sale, exchange, or other disposition of the property.|2bb0e6fae9b84d0e9c228f4f3027fce6
improvements|adjusted basis|Increase your adjusted basis by items such as the cost of improvements that add to the value of the property.|2bb0e6fae9b84d0e9c228f4f3027fce6
allowable depreciation|adjusted basis|Decrease your adjusted basis by items such as allowable depreciation and insurance reimbursements for casualty and theft losses.|2bb0e6fae9b84d0e9c228f4f3027fce6
cost of improvements|adjusted basis|Increase your adjusted basis by the cost of improvements that add to the value of the property.|2bb0e6fae9b84d0e9c228f4f3027fce6
allowable depreciation|adjusted basis|Decrease your adjusted basis by allowable depreciation and insurance reimbursements for casualty and theft losses.|2bb0e6fae9b84d0e9c228f4f3027fce6
instructions for schedule d (form 10-40)|basis and adjusted basis|For more information on basis and adjusted basis, refer to the Instructions for Schedule D (Form 10-40), Capital Gains and Losses.|2bb0e6fae9b84d0e9c228f4f3027fce6
property|cost|The cost of property acquired, produced, or improved is not deductible as a capital expenditure.|a573591a120e4f82931deaaa99ea094e
cost|depreciation|You generally must depreciate such property over a number of years to recover its cost.|a573591a120e4f82931deaaa99ea094e
property|section 179|You may be able to elect under Section 179 to recover all or part of the cost of qualifying property in the taxable year you place it in service.|a573591a120e4f82931deaaa99ea094e
qualifying property|taxable income|The total cost you can deduct after applying the dollar limit is limited to your taxable income derived from the active conduct of any trade or business during the taxable year.|a573591a120e4f82931deaaa99ea094e
qualified real property|section 179|You may elect to treat qualified real property as qualifying property under Section 179.|a573591a120e4f82931deaaa99ea094e
roofs|qualified improvements|Roofs are examples of qualified improvements that can be treated as qualified real property under Section 179.|a573591a120e4f82931deaaa99ea094e
heating, ventilation and air-conditioning property|qualified improvements|Heating, ventilation and air-conditioning property are another example of qualified improvements that can be treated as qualified real property under Section 179.|a573591a120e4f82931deaaa99ea094e
fire protection and alarm systems|qualified improvements|Fire protection and alarm systems are a third type of qualified improvement that can be treated as qualified real property under Section 179.|a573591a120e4f82931deaaa99ea094e
security systems|qualified improvements|Security systems are the fourth type of qualified improvement that can be treated as qualified real property under Section 179.|a573591a120e4f82931deaaa99ea094e
depreciation|allowance|The special depreciation allowance is taken after any allowable Section 179 deduction.|f27dfc8d27bc488d863584b39a9cd56e
qualified property|september 27, 2017|For certain qualified property acquired after September 27, 2017...|f27dfc8d27bc488d863584b39a9cd56e
property|depreciation|The kinds of property that you can depreciate include machinery, equipment, buildings, vehicles, and furniture.|f27dfc8d27bc488d863584b39a9cd56e
listed property|automobiles|There are also special rules and limits for depreciation of listed property, including automobiles.|f27dfc8d27bc488d863584b39a9cd56e
computers|peripheral equipment|Computers and related peripheral equipment are not included as listed property.|f27dfc8d27bc488d863584b39a9cd56e
publication 946|how to depreciate property|For more information, refer to Publication 946, How to Depreciate Property.|f27dfc8d27bc488d863584b39a9cd56e
depreciable property|not depreciable property|You can't claim depreciation on property held for personal purposes. Land is never depreciable...|f27dfc8d27bc488d863584b39a9cd56e
machinery|equipment|The kinds of property that you can depreciate include machinery, equipment, buildings, vehicles, and furniture.|f27dfc8d27bc488d863584b39a9cd56e
vehicles|business or investment use|If you use property, such as a car, for both business or investment and personal purposes, you can depreciate only the business or investment use portion.|f27dfc8d27bc488d863584b39a9cd56e
property|ownership|property must be property you own|365ff8e79d6d431dadfa7969561ba53a
business|activity|property must be used in a business or income-producing activity|365ff8e79d6d431dadfa7969561ba53a
life|duration|property must have a determinable useful life that lasts more than one year|365ff8e79d6d431dadfa7969561ba53a
intangible property|excepted property|certain intangible property is excepted property (as described in Publication 946)|365ff8e79d6d431dadfa7969561ba53a
term interests|excepted property|certain term interests are excepted property|365ff8e79d6d431dadfa7969561ba53a
equipment|capital improvements|equipment used to build capital improvements is excepted property|365ff8e79d6d431dadfa7969561ba53a
property|service|property placed in service and disposed of in the same year is excepted property|365ff8e79d6d431dadfa7969561ba53a
acrs|macrs|if you're depreciating property you placed in service before 1987, you must use ACRS or the same method used in the past|365ff8e79d6d431dadfa7969561ba53a
property|service|for property placed in service after 1986, you generally must use MACRS|365ff8e79d6d431dadfa7969561ba53a
installment sale|property|The installment sale is a sale of property.|d6703c13b75147aea19581e9226b70d4
tax year|payment|You'll receive at least one payment after the tax year in which the sale occurs.|d6703c13b75147aea19581e9226b70d4
report gain|installment method|You're required to report gain on an installment sale under the installment method unless you 'elect out'.|d6703c13b75147aea19581e9226b70d4
elect out|form 47-97|You may elect out by reporting all the gain as income in the year of the sale in accordance with your method of accounting on Form 47-97.|d6703c13b75147aea19581e9226b70d4
installment method rules|sales that result in a loss|The installment method rules don't apply to sales that result in a loss.|d6703c13b75147aea19581e9226b70d4
installment method rules|inventory|You can't use the installment method to report gain from the sale of inventory or stocks and securities traded on an established securities market.|d6703c13b75147aea19581e9226b70d4
installment method rules|depreciable assets|You must report any portion of the gain from the sale of depreciable assets that's ordinary income under the depreciation recapture rules in the year of the sale.|d6703c13b75147aea19581e9226b70d4
gain|selling price|The selling price includes the amount by which the gain is determined.|176169a5dbcd4e58891cf4d68d4699ff
adjusted basis|selling price|The selling price exceeds the adjusted basis to determine the total gain.|176169a5dbcd4e58891cf4d68d4699ff
money|fair market value of property|Both money and fair market value of property are included in the selling price.|176169a5dbcd4e58891cf4d68d4699ff
selling expenses|buying entity (buyer)|Selling expenses paid by the buyer are included in the selling price.|176169a5dbcd4e58891cf4d68d4699ff
existing debt|property|Existing debt encumbering the property is taken into account when determining the total gain.|176169a5dbcd4e58891cf4d68d4699ff
installment method|tax return|The installment method is used to report an installment sale on a tax return.|176169a5dbcd4e58891cf4d68d4699ff
form 6252|installment sale income|Form 6252 is used to report installment sale income.|176169a5dbcd4e58891cf4d68d4699ff
schedule d (form 10-40)|form 1040 (u.s. individual income tax return)|Schedule D (Form 10-40) may need to be attached to Form 1040 when reporting an installment sale.|176169a5dbcd4e58891cf4d68d4699ff
interest|ordinary income|Interest is reported as ordinary income in the year it's received or considered received.|176169a5dbcd4e58891cf4d68d4699ff
installment sale|interest income|An installment sale can generate interest income, which should be reported as ordinary income.|2eaee9c0fe8d4c4bbe4f1fe5ec5622c9
unstated interest or original issue discount|stated principal|If the installment sales contract doesn't provide for adequate stated interest, part of the stated principal may be recharacterized as unstated interest or original issue discount.|2eaee9c0fe8d4c4bbe4f1fe5ec5622c9
applicable federal rate (afr)|stated principal|The AFR is used to figure the amount of stated principal recharacterized as unstated interest or original issue discount.|2eaee9c0fe8d4c4bbe4f1fe5ec5622c9
publication 537, installment sales|additional information|For additional information on installment sales, refer to Publication 537.|2eaee9c0fe8d4c4bbe4f1fe5ec5622c9
social security|taxes|Social Security taxes are composed of old-age, survivors, and disability insurance taxes|c5b86fc941bc42c7b6592126d750fced
medicare|taxes|Medicare taxes are also known as hospital insurance taxes|c5b86fc941bc42c7b6592126d750fced
social security|rate|The current rate for Social Security is 6.2% for the employer and 6.2% for the employee, or 12.4% total.|c5b86fc941bc42c7b6592126d750fced
medicare|rate|The current rate for Medicare is 1.45% for the employer and 1.45% for the employee, or 2.9% total.|c5b86fc941bc42c7b6592126d750fced
additional medicare tax|withholding rate|Additional Medicare tax applies to an individual's Medicare wages that exceed a threshold amount based on the taxpayer's filing status|c5b86fc941bc42c7b6592126d750fced
employer|responsibility|Employers are responsible for withholding Additional Medicare tax on an individual's wages paid in excess of $200,000 in a calendar year, without regard to filing status.|c5b86fc941bc42c7b6592126d750fced
wage base limits|social security tax|The wage base limits apply only to the Social Security tax.|9bd06fb9f8f94f45ad3ec1be43cfc703
wage base limit|$168,600|This is the maximum wage that's subject to the Social Security tax for 2024.|9bd06fb9f8f94f45ad3ec1be43cfc703
social security wages|publication 15|The current wage limit for Social Security wages can be found in 'What's New' of Publication 15.|9bd06fb9f8f94f45ad3ec1be43cfc703
medicare tax|covered wages|All covered wages are subject to Medicare tax, regardless of the wage base limit.|9bd06fb9f8f94f45ad3ec1be43cfc703
form w-2|social security administration (ssa)|Employers must complete, file electronically or by mail with|7f3ed757df634352b69de051d5ddd6a3
employee|form w-2|showing the wages paid and taxes withheld for the year for each employee|7f3ed757df634352b69de051d5ddd6a3
form w-3|social security administration (ssa)|to transmit Copy A of Form W-2 to the SSA|7f3ed757df634352b69de051d5ddd6a3
form 941|form w-3|the totals for amounts reported on related employment tax forms should agree with|7f3ed757df634352b69de051d5ddd6a3
schedule h (form 10-40)|form w-3|the totals for amounts reported on related employment tax forms should agree with|7f3ed757df634352b69de051d5ddd6a3
general instructions for forms w-2 and w-3|forms w-2 or w-3|for a detailed explanation of each box|7f3ed757df634352b69de051d5ddd6a3
w-2 online service|form w-3|will create an electronic Form W-3 for you|7f3ed757df634352b69de051d5ddd6a3
january 31, 2024|ssa|submit by mail or electronically Copy A of Form(s) W-2 to the SSA with the transmittal Form W-3|7f3ed757df634352b69de051d5ddd6a3
form w-2|employee|The employer must furnish copies of Form W-2 to employees.|a929155baf4c43c88ddea3028c8bab3d
due date|january 31, 20xx|The due date for furnishing Form W-2 is January 31st.|a929155baf4c43c88ddea3028c8bab3d
form w-2|properly addressed and mailed|The employer must properly address and mail the form on or before the due date.|a929155baf4c43c88ddea3028c8bab3d
employee|request for form w-2|If an employee asks for Form W-2, the employer must provide it within 30 days of the request.|a929155baf4c43c88ddea3028c8bab3d
information returns|electronic filing requirement|Employers filing 10 or more information returns must file electronically unless granted a waiver by the IRS.|a929155baf4c43c88ddea3028c8bab3d
irs|waiver|The IRS grants waivers to employers who are not required to file electronically.|a929155baf4c43c88ddea3028c8bab3d
forms w-2 and w-3|electronic filing|Employers can obtain information on electronic filing of Forms W-2 and W-3 from the SSA's Business Services Online or by calling a phone number.|a929155baf4c43c88ddea3028c8bab3d
form w-2|form packet|The official Form W-2 is available as a multi-copy form packet.|7ffa4655e8974d5998cc57f3fc0c2a12
form w-3|official red-ink versions (or approved substitute versions)|The Form W-3 and Copy A of each Form W-2 that you send to the SSA must be on official red-ink versions (or approved substitute versions) and can be ordered online or by calling 800-TAX-FORM.|7ffa4655e8974d5998cc57f3fc0c2a12
general instructions|forms w-2 and w-3pdf|The address for mailing Copy A of the Form(s) W-2 and Form W-3 is also listed in the General Instructions for Forms W-2 and W-3PDF.|7ffa4655e8974d5998cc57f3fc0c2a12
copy a|ssa|The Form W-3 and Copy A of each Form W-2 that you send to the SSA must be on official red-ink versions (or approved substitute versions) and can be ordered online or by calling 800-TAX-FORM.|7ffa4655e8974d5998cc57f3fc0c2a12
copy d|form(s) w-2|The form packet provides all six copies that the user may need for each Form W-2 (Copy A, Copy 1, Copy B, Copy C, Copy 2, and Copy D).|7ffa4655e8974d5998cc57f3fc0c2a12
state, city, or local tax department|copy 1|Send Copy 1, if applicable, to your state, city, or local tax department. Contact that state, city, or local tax department for requirements and transmittal information.|7ffa4655e8974d5998cc57f3fc0c2a12
courier font|black ink|Type all entries using black ink and, if possible, in a 12-point Courier font. Entries are read by machine.|7ffa4655e8974d5998cc57f3fc0c2a12
form w-2|copy a|is a part of|9e3167a4ae344828af4b2c695342284a
ssa|form w-2|receives|9e3167a4ae344828af4b2c695342284a
employee|form w-2|has information about|9e3167a4ae344828af4b2c695342284a
error|void box|is indicated by|9e3167a4ae344828af4b2c695342284a
correction|form w-2c|is made with|9e3167a4ae344828af4b2c695342284a
transmittal|form w-3c|accompanies|9e3167a4ae344828af4b2c695342284a
electronic correction|forms w-2 filed using business services online (bso)|can be made with|9e3167a4ae344828af4b2c695342284a
form w-4|employee's withholding certificate|Form W-4 is an Employee's Withholding Certificate that tells you the employee's filing status, multiple jobs adjustments, amount of credits, amount of other income, amount of deductions, and any additional amount to withhold from each paycheck.|d9bf6d3a08c14a0da7f072018348cad1
employee|form w-4|An employee must complete a Form W-4 when hired.|d9bf6d3a08c14a0da7f072018348cad1
federal income taxes|withholding|You must withhold federal income taxes from an employee's wages if they fail to give you a properly completed Form W-4.|d9bf6d3a08c14a0da7f072018348cad1
single filer|standard deduction|A single filer's standard deduction will be considered in determining withholding if no other entries are made on step 2, 3, or 4 of the Form W-4.|d9bf6d3a08c14a0da7f072018348cad1
employee|personal situation|An employee may want to change the entries on Form W-4 for any number of reasons when their personal or financial situation changes.|d9bf6d3a08c14a0da7f072018348cad1
revised form w-4|payroll period|You must put a revised Form W-4 into effect no later than the start of the first payroll period ending on or after the 30th day from the date you received the revised Form W-4.|d9bf6d3a08c14a0da7f072018348cad1
form w-4|download and print|can be downloaded and printed|682589c60e5c444190a755bc07a1f3b9
form w-4|order multiple copies|can be ordered in multiple copies|682589c60e5c444190a755bc07a1f3b9
form w-4|call 800-tax-form (800-829-3676)|can be obtained by calling the specified phone number|682589c60e5c444190a755bc07a1f3b9
substitute form w-4|official form w-4|must contain identical language to the official form and meet IRS rules for substitute forms|682589c60e5c444190a755bc07a1f3b9
form w-4|irs tax withholding estimator|employees can access for help in completing Form W-4|682589c60e5c444190a755bc07a1f3b9
nonresident alien employees|notice 13-92, supplemental form w-4 instructions for nonresident aliens and the instructions for form 8-233, exemption from withholding on compensation for independent (and certain dependent) personal services of a nonresident alien individual|should review before completing a Form W-4|682589c60e5c444190a755bc07a1f3b9
nonresident alien employees|chapter 8 of publication 519, u.s. tax guide for aliens|should review for important information on withholding|682589c60e5c444190a755bc07a1f3b9
form w-4|employees|Form W-4 can be received electronically from employees.|144f618100f94cc8bc119f0a71cf7d27
employment tax regulations|publication 15-a, employer’s supplemental tax guide|Employment Tax Regulations section 31.3402(f)(5)-1(c) references Publication 15-A for more information.|144f618100f94cc8bc119f0a71cf7d27
form w-4|about form w-4 page|Other language versions of Form W-4 can be accessed from the About Form W-4 page.|144f618100f94cc8bc119f0a71cf7d27
employees|form w-4|Employees should submit an accurate Form W-4 to ensure correct tax withholding.|144f618100f94cc8bc119f0a71cf7d27
form w-4|$500 penalty|Submitting a Form W-4 with no reasonable basis can result in a $500 penalty if it leads to less tax being withheld than required.|144f618100f94cc8bc119f0a71cf7d27
publication 17, your federal income tax for individuals|chapter 4|Refer to Chapter 4 of Publication 17 for more information on the consequences of submitting an inaccurate Form W-4.|144f618100f94cc8bc119f0a71cf7d27
publications (15, 15-t, and 505)|information|Additional information can be found in Publications 15, 15-T, and 505 for tax withholding and estimated tax purposes.|144f618100f94cc8bc119f0a71cf7d27
publication 15-t, federal income tax withholding methods|nonresident alien employees|Refer to Publication 15-T for procedures on withholding income taxes on the wages of nonresident alien employees.|144f618100f94cc8bc119f0a71cf7d27
employee|form w-4|The employee can use Form W-4 to claim exemption from withholding.|96928fdb43284898a1401f2104e11931
tax liability|previous year|The employee must have had no tax liability for the previous year to qualify for exempt status.|96928fdb43284898a1401f2104e11931
employee|current year|The employee must expect to have no tax liability for the current year to qualify for exempt status.|96928fdb43284898a1401f2104e11931
form w-4|employer|A Form W-4 claiming exemption from withholding is valid for only the calendar year in which it's furnished to the employer.|96928fdb43284898a1401f2104e11931
employee|new form w-4|To continue to be exempt from withholding, an employee must give you a new Form W-4 claiming exempt status by February 15 of that year.|96928fdb43284898a1401f2104e11931
february 15|business day|The date is delayed until the next business day if it falls on a Saturday, Sunday, or legal holiday.|96928fdb43284898a1401f2104e11931
employee|form w-4|If the employee doesn't give you a new Form W-4 by February 15, withhold tax as if he or she is single or married filing separately with no other entries in step 2, 3, or 4.|96928fdb43284898a1401f2104e11931
employee|form w-4|If the employee provides a new Form W-4 claiming exemption from withholding on February 16 or later, you may apply it to future wages but don’t refund any taxes withheld while the exempt status wasn’t in place.|96928fdb43284898a1401f2104e11931
form w-4|invalid form w-4|Any unauthorized change or addition to Form W-4 makes it invalid.|2ee88cdb542e4e43a7b504d945cb3e8b
employee|form w-4|The employee certifies that the form is correct by signing it.|2ee88cdb542e4e43a7b504d945cb3e8b
invalid form w-4|taxes|When you get an invalid Form W-4, don't use it to determine federal income tax withholding. Withhold taxes as if the employee is single or married filing separately with no other entries in step 2, 3, or 4.|2ee88cdb542e4e43a7b504d945cb3e8b
employee|recordkeeping|After the employee completes and signs the Form W-4, you must keep it in your records for at least 4 years.|2ee88cdb542e4e43a7b504d945cb3e8b
form w-4|irs|Form W-4 is still subject to review. You may be directed (in a written notice or in future published guidance) to send certain Forms W-4 to the IRS.|2ee88cdb542e4e43a7b504d945cb3e8b
lock-in letters|irs|You must be able to supply a hardcopy of an electronic Form W-4, which is required for Lock-in letters|2ee88cdb542e4e43a7b504d945cb3e8b
lock-in letters|irs|uses Lock-in letters|d03172255d614f92847469152309fb7b
forms w-2, wage and tax statement|irs|reports information on|d03172255d614f92847469152309fb7b
withholding compliance problems|employees|found to exist for|d03172255d614f92847469152309fb7b
notice (lock-in-letter)|irs|issued by|d03172255d614f92847469152309fb7b
filing status|multiple job adjustments|specified in|d03172255d614f92847469152309fb7b
credit or deductions permitted|employee|maximum amount for|d03172255d614f92847469152309fb7b
dispute the determination|irs|employee has opportunity to|d03172255d614f92847469152309fb7b
withholding additional income tax|employee|required to start|d03172255d614f92847469152309fb7b
toll-free number and address|irs unit handling program|provided in the letter|d03172255d614f92847469152309fb7b
form w-4|lock-in letter|results in|0bdae452f98e4d97907aa1df9bda6c40
form w-4|irs|notifies you otherwise|0bdae452f98e4d97907aa1df9bda6c40
form w-4|income tax withheld|results in more|0bdae452f98e4d97907aa1df9bda6c40
lock-in letter|withholding arrangement|specified|0bdae452f98e4d97907aa1df9bda6c40
electronic form w-4 system|employee|can't override|0bdae452f98e4d97907aa1df9bda6c40
lock-in letter|employees rehired|apply to|0bdae452f98e4d97907aa1df9bda6c40
irs|toll-free number|provides|0bdae452f98e4d97907aa1df9bda6c40
employee|irs|must contact|0bdae452f98e4d97907aa1df9bda6c40
ein|irs|An EIN is a nine-digit number assigned by the IRS.|f4bf7769589b404d99d61eb7c953c068
ein|tax accounts of employers and certain others who have no employees|It's used to identify the tax accounts of employers and certain others who have no employees.|f4bf7769589b404d99d61eb7c953c068
irs|taxpayers who are required to file various business tax returns|The IRS uses the number to identify taxpayers who are required to file various business tax returns.|f4bf7769589b404d99d61eb7c953c068
ein|employers, sole proprietors, corporations, partnerships, non-profit associations, trusts, estates of decedents, government agencies, certain individuals, and other business entities|EINs are used by employers, sole proprietors, corporations, partnerships, non-profit associations, trusts, estates of decedents, government agencies, certain individuals, and other business entities.|f4bf7769589b404d99d61eb7c953c068
new number|organization or ownership of your business|If you already have an EIN and the organization or ownership of your business changes, you may need to apply for a new number.|f4bf7769589b404d99d61eb7c953c068
ein|responsible party|Only individuals with taxpayer identification numbers can apply for an EIN as the responsible party.|f4bf7769589b404d99d61eb7c953c068
online|ein application|The Online EIN application is available...|358d9a0686524eb5812c844e9b50a7d4
internet|ein|The Internet is the preferred method to use when applying for an EIN.|358d9a0686524eb5812c844e9b50a7d4
monday|friday|The online EIN application is available Monday to Friday...|358d9a0686524eb5812c844e9b50a7d4
eastern standard time|application|...7 a.m. to 10 p.m. Eastern Standard Time.|358d9a0686524eb5812c844e9b50a7d4
information|validation|Once the application is completed, the information is validated...|358d9a0686524eb5812c844e9b50a7d4
ein assignment notice|taxpayers|...can view, print, and save their EIN assignment notice at the end of the session.|358d9a0686524eb5812c844e9b50a7d4
authorized third party designees|ein assignment notice|Authorized third party designees will receive the EIN; however...|358d9a0686524eb5812c844e9b50a7d4
foreign addresses|online application|The online application isn't available for entities with foreign addresses...|358d9a0686524eb5812c844e9b50a7d4
responsible party|ein obtained through the internet|...or for applications in which the responsible party is an entity with an EIN obtained through the Internet.|358d9a0686524eb5812c844e9b50a7d4
taxpayer identification number|online application|The principal officer, general partner, grantor, owner, trustor, etc. must have a valid taxpayer identification number...|358d9a0686524eb5812c844e9b50a7d4
form ss-4|fax|...You can fax the completed Form SS-4 to the fax number listed in the Instructions for Form SS-4PDF or see 'Where to File Your Taxes' (for Form SS-4).|358d9a0686524eb5812c844e9b50a7d4
irs.gov|ein|...Search the term EIN on IRS.gov for more information.|358d9a0686524eb5812c844e9b50a7d4
form|ss-4|The Form SS-4 is a specific form mentioned in the context.|b9c46a4e59864a79a7a11982e2327e2c
irs|service center|The IRS has service centers where you can send your Form SS-4.|b9c46a4e59864a79a7a11982e2327e2c
form ss-4|instructions for form ss-4|You need to follow the instructions for Form SS-4 when completing and submitting it.|b9c46a4e59864a79a7a11982e2327e2c
form ss-4|ein|The Form SS-4 is used to apply for an EIN.|b9c46a4e59864a79a7a11982e2327e2c
international ein applicants|united states|International EIN applicants do not have a principal place of business, office or agency in the United States.|b9c46a4e59864a79a7a11982e2327e2c
ein|form ss-4|The Form SS-4 is used to apply for an EIN and provides information necessary to establish your account and assign you an EIN.|b9c46a4e59864a79a7a11982e2327e2c
telephone|irs representative|When applying by telephone, an IRS representative will use the information from the Form SS-4 to establish your account and assign you an EIN.|b9c46a4e59864a79a7a11982e2327e2c
household employees|housekeepers, maids, babysitters, gardeners|are types of household workers|4e8b403d29d2417d96e9298170f2fa24
repairmen, plumbers, contractors|business people|provide services as independent contractors|4e8b403d29d2417d96e9298170f2fa24
household workers|employees|are considered employees if you can control their work and how they do it|4e8b403d29d2417d96e9298170f2fa24
social security tax|medicare tax|are commonly referred to as FICA tax|4e8b403d29d2417d96e9298170f2fa24
fica tax|employers and employees|applies equally to both, each paying 7.65% of wages|4e8b403d29d2417d96e9298170f2fa24
household employee's share of fica tax|social security tax|is 6.2% for cash wages $2,700 or more|4e8b403d29d2417d96e9298170f2fa24
household employee's share of fica tax|medicare tax|is 1.45% for cash wages $2,700 or more|4e8b403d29d2417d96e9298170f2fa24
household employee's share of fica tax|total fica tax|is 7.65% for cash wages $2,700 or more|4e8b403d29d2417d96e9298170f2fa24
employer's share of fica tax|social security tax and medicare tax|is also 7.65% of cash wages|4e8b403d29d2417d96e9298170f2fa24
social security and medicare taxes|publication 926, household employer's tax guide|Topic can be found under this publication|51c0d1565b344741acca0044ad98e811
irs|taxes|Pay the amount you withhold to the IRS with an additional 7.65% for your share of the taxes|51c0d1565b344741acca0044ad98e811
employee's income tax|wages|The amounts you pay for your employee count as wages for purposes of the employees' income tax|51c0d1565b344741acca0044ad98e811
social security and medicare taxes|federal unemployment tax|Don't count them as wages for federal unemployment tax|51c0d1565b344741acca0044ad98e811
spouse|wages|Don't withhold or pay Social Security and Medicare taxes from wages you pay to your spouse|51c0d1565b344741acca0044ad98e811
child under the age of 21|wages|Don't withhold or pay Social Security and Medicare taxes from wages you pay to your child under the age of 21|51c0d1565b344741acca0044ad98e811
parent|exception|Unless an exception is met, don't withhold or pay Social Security and Medicare taxes from wages you pay to your parent|51c0d1565b344741acca0044ad98e811
employee under age 18|principal occupation|An employee who is under age 18 at any time during the year, unless performing household work is the employee's principal occupation|51c0d1565b344741acca0044ad98e811
student|principal occupation|Providing household work isn't considered to be his or her principal occupation if the employee is a student|51c0d1565b344741acca0044ad98e811
publication 926pdf|exceptions|See Publication 926PDF for more information on these exceptions|51c0d1565b344741acca0044ad98e811
form w-2|wage and tax statement|Form W-2 is a Wage and Tax Statement|9d2b110facd74ebcba597774acd1c81f
form w-3|transmittal of wage and tax statement|Form W-3 is the Transmittal of Wage and Tax Statement|9d2b110facd74ebcba597774acd1c81f
publication 926|what forms must you file?|Publication 926 contains information on 'What Forms Must You File?'|9d2b110facd74ebcba597774acd1c81f
